,module_category,component_category,year,month,time
2852,M7,P01,2010,3,27
2853,M7,P01,2010,4,28
2854,M7,P01,2010,5,29
2855,M7,P01,2010,6,30
2856,M7,P01,2010,7,31
2857,M7,P01,2010,8,32
2858,M7,P01,2010,9,33
2859,M7,P01,2010,10,34
2860,M7,P01,2010,11,35
2861,M7,P01,2010,12,36
2862,M7,P01,2011,1,37
2863,M7,P01,2011,2,38
2864,M7,P01,2011,3,39
2865,M7,P01,2011,4,40
2866,M7,P01,2011,5,41
2867,M7,P01,2011,6,42
2868,M7,P01,2011,7,43
2869,M7,P02,2010,1,25
2870,M7,P02,2010,2,26
2871,M7,P02,2010,3,27
2872,M7,P02,2010,4,28
2873,M7,P02,2010,5,29
2874,M7,P02,2010,6,30
2875,M7,P02,2010,7,31
2876,M7,P02,2010,8,32
2877,M7,P02,2010,9,33
2878,M7,P02,2010,10,34
2879,M7,P02,2010,11,35
2880,M7,P02,2010,12,36
2881,M7,P02,2011,1,37
2882,M7,P02,2011,2,38
2883,M7,P02,2011,3,39
2884,M7,P02,2011,4,40
2885,M7,P02,2011,5,41
2886,M7,P02,2011,6,42
2887,M7,P02,2011,7,43
2888,M7,P03,2010,1,25
2889,M7,P03,2010,2,26
2890,M7,P03,2010,3,27
2891,M7,P03,2010,4,28
2892,M7,P03,2010,5,29
2893,M7,P03,2010,6,30
2894,M7,P03,2010,7,31
2895,M7,P03,2010,8,32
2896,M7,P03,2010,9,33
2897,M7,P03,2010,10,34
2898,M7,P03,2010,11,35
2899,M7,P03,2010,12,36
2900,M7,P03,2011,1,37
2901,M7,P03,2011,2,38
2902,M7,P03,2011,3,39
2903,M7,P03,2011,4,40
2904,M7,P03,2011,5,41
2905,M7,P03,2011,6,42
2906,M7,P03,2011,7,43
2907,M7,P04,2010,1,25
2908,M7,P04,2010,2,26
2909,M7,P04,2010,3,27
2910,M7,P04,2010,4,28
2911,M7,P04,2010,5,29
2912,M7,P04,2010,6,30
2913,M7,P04,2010,7,31
2914,M7,P04,2010,8,32
2915,M7,P04,2010,9,33
2916,M7,P04,2010,10,34
2917,M7,P04,2010,11,35
2918,M7,P04,2010,12,36
2919,M7,P04,2011,1,37
2920,M7,P04,2011,2,38
2921,M7,P04,2011,3,39
2922,M7,P04,2011,4,40
2923,M7,P04,2011,5,41
2924,M7,P04,2011,6,42
2925,M7,P04,2011,7,43
2926,M7,P05,2010,1,25
2927,M7,P05,2010,2,26
2928,M7,P05,2010,3,27
2929,M7,P05,2010,4,28
2930,M7,P05,2010,5,29
2931,M7,P05,2010,6,30
2932,M7,P05,2010,7,31
2933,M7,P05,2010,8,32
2934,M7,P05,2010,9,33
2935,M7,P05,2010,10,34
2936,M7,P05,2010,11,35
2937,M7,P05,2010,12,36
2938,M7,P05,2011,1,37
2939,M7,P05,2011,2,38
2940,M7,P05,2011,3,39
2941,M7,P05,2011,4,40
2942,M7,P05,2011,5,41
2943,M7,P05,2011,6,42
2944,M7,P05,2011,7,43
2945,M7,P06,2010,1,25
2946,M7,P06,2010,2,26
2947,M7,P06,2010,3,27
2948,M7,P06,2010,4,28
2949,M7,P06,2010,5,29
2950,M7,P06,2010,6,30
2951,M7,P06,2010,7,31
2952,M7,P06,2010,8,32
2953,M7,P06,2010,9,33
2954,M7,P06,2010,10,34
2955,M7,P06,2010,11,35
2956,M7,P06,2010,12,36
2957,M7,P06,2011,1,37
2958,M7,P06,2011,2,38
2959,M7,P06,2011,3,39
2960,M7,P06,2011,4,40
2961,M7,P06,2011,5,41
2962,M7,P06,2011,6,42
2963,M7,P06,2011,7,43
2964,M7,P09,2010,1,25
2965,M7,P09,2010,2,26
2966,M7,P09,2010,3,27
2967,M7,P09,2010,4,28
2968,M7,P09,2010,5,29
2969,M7,P09,2010,6,30
2970,M7,P09,2010,7,31
2971,M7,P09,2010,8,32
2972,M7,P09,2010,9,33
2973,M7,P09,2010,10,34
2974,M7,P09,2010,11,35
2975,M7,P09,2010,12,36
2976,M7,P09,2011,1,37
2977,M7,P09,2011,2,38
2978,M7,P09,2011,3,39
2979,M7,P09,2011,4,40
2980,M7,P09,2011,5,41
2981,M7,P09,2011,6,42
2982,M7,P09,2011,7,43
2983,M7,P10,2010,1,25
2984,M7,P10,2010,2,26
2985,M7,P10,2010,3,27
2986,M7,P10,2010,4,28
2987,M7,P10,2010,5,29
2988,M7,P10,2010,6,30
2989,M7,P10,2010,7,31
2990,M7,P10,2010,8,32
2991,M7,P10,2010,9,33
2992,M7,P10,2010,10,34
2993,M7,P10,2010,11,35
2994,M7,P10,2010,12,36
2995,M7,P10,2011,1,37
2996,M7,P10,2011,2,38
2997,M7,P10,2011,3,39
2998,M7,P10,2011,4,40
2999,M7,P10,2011,5,41
3000,M7,P10,2011,6,42
3001,M7,P10,2011,7,43
3002,M7,P11,2010,1,25
3003,M7,P11,2010,2,26
3004,M7,P11,2010,3,27
3005,M7,P11,2010,4,28
3006,M7,P11,2010,5,29
3007,M7,P11,2010,6,30
3008,M7,P11,2010,7,31
3009,M7,P11,2010,8,32
3010,M7,P11,2010,9,33
3011,M7,P11,2010,10,34
3012,M7,P11,2010,11,35
3013,M7,P11,2010,12,36
3014,M7,P11,2011,1,37
3015,M7,P11,2011,2,38
3016,M7,P11,2011,3,39
3017,M7,P11,2011,4,40
3018,M7,P11,2011,5,41
3019,M7,P11,2011,6,42
3020,M7,P11,2011,7,43
3021,M7,P12,2010,1,25
3022,M7,P12,2010,2,26
3023,M7,P12,2010,3,27
3024,M7,P12,2010,4,28
3025,M7,P12,2010,5,29
3026,M7,P12,2010,6,30
3027,M7,P12,2010,7,31
3028,M7,P12,2010,8,32
3029,M7,P12,2010,9,33
3030,M7,P12,2010,10,34
3031,M7,P12,2010,11,35
3032,M7,P12,2010,12,36
3033,M7,P12,2011,1,37
3034,M7,P12,2011,2,38
3035,M7,P12,2011,3,39
3036,M7,P12,2011,4,40
3037,M7,P12,2011,5,41
3038,M7,P12,2011,6,42
3039,M7,P12,2011,7,43
3040,M7,P13,2010,1,25
3041,M7,P13,2010,2,26
3042,M7,P13,2010,3,27
3043,M7,P13,2010,4,28
3044,M7,P13,2010,5,29
3045,M7,P13,2010,6,30
3046,M7,P13,2010,7,31
3047,M7,P13,2010,8,32
3048,M7,P13,2010,9,33
3049,M7,P13,2010,10,34
3050,M7,P13,2010,11,35
3051,M7,P13,2010,12,36
3052,M7,P13,2011,1,37
3053,M7,P13,2011,2,38
3054,M7,P13,2011,3,39
3055,M7,P13,2011,4,40
3056,M7,P13,2011,5,41
3057,M7,P13,2011,6,42
3058,M7,P13,2011,7,43
3059,M7,P15,2010,1,25
3060,M7,P15,2010,2,26
3061,M7,P15,2010,3,27
3062,M7,P15,2010,4,28
3063,M7,P15,2010,5,29
3064,M7,P15,2010,6,30
3065,M7,P15,2010,7,31
3066,M7,P15,2010,8,32
3067,M7,P15,2010,9,33
3068,M7,P15,2010,10,34
3069,M7,P15,2010,11,35
3070,M7,P15,2010,12,36
3071,M7,P15,2011,1,37
3072,M7,P15,2011,2,38
3073,M7,P15,2011,3,39
3074,M7,P15,2011,4,40
3075,M7,P15,2011,5,41
3076,M7,P15,2011,6,42
3077,M7,P15,2011,7,43
3078,M7,P16,2010,1,25
3079,M7,P16,2010,2,26
3080,M7,P16,2010,3,27
3081,M7,P16,2010,4,28
3082,M7,P16,2010,5,29
3083,M7,P16,2010,6,30
3084,M7,P16,2010,7,31
3085,M7,P16,2010,8,32
3086,M7,P16,2010,9,33
3087,M7,P16,2010,10,34
3088,M7,P16,2010,11,35
3089,M7,P16,2010,12,36
3090,M7,P16,2011,1,37
3091,M7,P16,2011,2,38
3092,M7,P16,2011,3,39
3093,M7,P16,2011,4,40
3094,M7,P16,2011,5,41
3095,M7,P16,2011,6,42
3096,M7,P16,2011,7,43
3097,M7,P17,2010,1,25
3098,M7,P17,2010,2,26
3099,M7,P17,2010,3,27
3100,M7,P17,2010,4,28
3101,M7,P17,2010,5,29
3102,M7,P17,2010,6,30
3103,M7,P17,2010,7,31
3104,M7,P17,2010,8,32
3105,M7,P17,2010,9,33
3106,M7,P17,2010,10,34
3107,M7,P17,2010,11,35
3108,M7,P17,2010,12,36
3109,M7,P17,2011,1,37
3110,M7,P17,2011,2,38
3111,M7,P17,2011,3,39
3112,M7,P17,2011,4,40
3113,M7,P17,2011,5,41
3114,M7,P17,2011,6,42
3115,M7,P17,2011,7,43
3116,M7,P19,2010,1,25
3117,M7,P19,2010,2,26
3118,M7,P19,2010,3,27
3119,M7,P19,2010,4,28
3120,M7,P19,2010,5,29
3121,M7,P19,2010,6,30
3122,M7,P19,2010,7,31
3123,M7,P19,2010,8,32
3124,M7,P19,2010,9,33
3125,M7,P19,2010,10,34
3126,M7,P19,2010,11,35
3127,M7,P19,2010,12,36
3128,M7,P19,2011,1,37
3129,M7,P19,2011,2,38
3130,M7,P19,2011,3,39
3131,M7,P19,2011,4,40
3132,M7,P19,2011,5,41
3133,M7,P19,2011,6,42
3134,M7,P19,2011,7,43
3135,M7,P20,2010,1,25
3136,M7,P20,2010,2,26
3137,M7,P20,2010,3,27
3138,M7,P20,2010,4,28
3139,M7,P20,2010,5,29
3140,M7,P20,2010,6,30
3141,M7,P20,2010,7,31
3142,M7,P20,2010,8,32
3143,M7,P20,2010,9,33
3144,M7,P20,2010,10,34
3145,M7,P20,2010,11,35
3146,M7,P20,2010,12,36
3147,M7,P20,2011,1,37
3148,M7,P20,2011,2,38
3149,M7,P20,2011,3,39
3150,M7,P20,2011,4,40
3151,M7,P20,2011,5,41
3152,M7,P20,2011,6,42
3153,M7,P20,2011,7,43
3154,M7,P21,2010,1,25
3155,M7,P21,2010,2,26
3156,M7,P21,2010,3,27
3157,M7,P21,2010,4,28
3158,M7,P21,2010,5,29
3159,M7,P21,2010,6,30
3160,M7,P21,2010,7,31
3161,M7,P21,2010,8,32
3162,M7,P21,2010,9,33
3163,M7,P21,2010,10,34
3164,M7,P21,2010,11,35
3165,M7,P21,2010,12,36
3166,M7,P21,2011,1,37
3167,M7,P21,2011,2,38
3168,M7,P21,2011,3,39
3169,M7,P21,2011,4,40
3170,M7,P21,2011,5,41
3171,M7,P21,2011,6,42
3172,M7,P21,2011,7,43
3173,M7,P22,2010,1,25
3174,M7,P22,2010,2,26
3175,M7,P22,2010,3,27
3176,M7,P22,2010,4,28
3177,M7,P22,2010,5,29
3178,M7,P22,2010,6,30
3179,M7,P22,2010,7,31
3180,M7,P22,2010,8,32
3181,M7,P22,2010,9,33
3182,M7,P22,2010,10,34
3183,M7,P22,2010,11,35
3184,M7,P22,2010,12,36
3185,M7,P22,2011,1,37
3186,M7,P22,2011,2,38
3187,M7,P22,2011,3,39
3188,M7,P22,2011,4,40
3189,M7,P22,2011,5,41
3190,M7,P22,2011,6,42
3191,M7,P22,2011,7,43
3192,M7,P24,2010,1,25
3193,M7,P24,2010,2,26
3194,M7,P24,2010,3,27
3195,M7,P24,2010,4,28
3196,M7,P24,2010,5,29
3197,M7,P24,2010,6,30
3198,M7,P24,2010,7,31
3199,M7,P24,2010,8,32
3200,M7,P24,2010,9,33
3201,M7,P24,2010,10,34
3202,M7,P24,2010,11,35
3203,M7,P24,2010,12,36
3204,M7,P24,2011,1,37
3205,M7,P24,2011,2,38
3206,M7,P24,2011,3,39
3207,M7,P24,2011,4,40
3208,M7,P24,2011,5,41
3209,M7,P24,2011,6,42
3210,M7,P24,2011,7,43
3211,M7,P25,2010,1,25
3212,M7,P25,2010,2,26
3213,M7,P25,2010,3,27
3214,M7,P25,2010,4,28
3215,M7,P25,2010,5,29
3216,M7,P25,2010,6,30
3217,M7,P25,2010,7,31
3218,M7,P25,2010,8,32
3219,M7,P25,2010,9,33
3220,M7,P25,2010,10,34
3221,M7,P25,2010,11,35
3222,M7,P25,2010,12,36
3223,M7,P25,2011,1,37
3224,M7,P25,2011,2,38
3225,M7,P25,2011,3,39
3226,M7,P25,2011,4,40
3227,M7,P25,2011,5,41
3228,M7,P25,2011,6,42
3229,M7,P25,2011,7,43
3230,M7,P26,2010,1,25
3231,M7,P26,2010,2,26
3232,M7,P26,2010,3,27
3233,M7,P26,2010,4,28
3234,M7,P26,2010,5,29
3235,M7,P26,2010,6,30
3236,M7,P26,2010,7,31
3237,M7,P26,2010,8,32
3238,M7,P26,2010,9,33
3239,M7,P26,2010,10,34
3240,M7,P26,2010,11,35
3241,M7,P26,2010,12,36
3242,M7,P26,2011,1,37
3243,M7,P26,2011,2,38
3244,M7,P26,2011,3,39
3245,M7,P26,2011,4,40
3246,M7,P26,2011,5,41
3247,M7,P26,2011,6,42
3248,M7,P26,2011,7,43
3249,M7,P27,2010,1,25
3250,M7,P27,2010,2,26
3251,M7,P27,2010,3,27
3252,M7,P27,2010,4,28
3253,M7,P27,2010,5,29
3254,M7,P27,2010,6,30
3255,M7,P27,2010,7,31
3256,M7,P27,2010,8,32
3257,M7,P27,2010,9,33
3258,M7,P27,2010,10,34
3259,M7,P27,2010,11,35
3260,M7,P27,2010,12,36
3261,M7,P27,2011,1,37
3262,M7,P27,2011,2,38
3263,M7,P27,2011,3,39
3264,M7,P27,2011,4,40
3265,M7,P27,2011,5,41
3266,M7,P27,2011,6,42
3267,M7,P27,2011,7,43
3268,M7,P28,2010,1,25
3269,M7,P28,2010,2,26
3270,M7,P28,2010,3,27
3271,M7,P28,2010,4,28
3272,M7,P28,2010,5,29
3273,M7,P28,2010,6,30
3274,M7,P28,2010,7,31
3275,M7,P28,2010,8,32
3276,M7,P28,2010,9,33
3277,M7,P28,2010,10,34
3278,M7,P28,2010,11,35
3279,M7,P28,2010,12,36
3280,M7,P28,2011,1,37
3281,M7,P28,2011,2,38
3282,M7,P28,2011,3,39
3283,M7,P28,2011,4,40
3284,M7,P28,2011,5,41
3285,M7,P28,2011,6,42
3286,M7,P28,2011,7,43
3287,M7,P30,2010,1,25
3288,M7,P30,2010,2,26
3289,M7,P30,2010,3,27
3290,M7,P30,2010,4,28
3291,M7,P30,2010,5,29
3292,M7,P30,2010,6,30
3293,M7,P30,2010,7,31
3294,M7,P30,2010,8,32
3295,M7,P30,2010,9,33
3296,M7,P30,2010,10,34
3297,M7,P30,2010,11,35
3298,M7,P30,2010,12,36
3299,M7,P30,2011,1,37
3300,M7,P30,2011,2,38
3301,M7,P30,2011,3,39
3302,M7,P30,2011,4,40
3303,M7,P30,2011,5,41
3304,M7,P30,2011,6,42
3305,M7,P30,2011,7,43
3306,M7,P31,2010,1,25
3307,M7,P31,2010,2,26
3308,M7,P31,2010,3,27
3309,M7,P31,2010,4,28
3310,M7,P31,2010,5,29
3311,M7,P31,2010,6,30
3312,M7,P31,2010,7,31
3313,M7,P31,2010,8,32
3314,M7,P31,2010,9,33
3315,M7,P31,2010,10,34
3316,M7,P31,2010,11,35
3317,M7,P31,2010,12,36
3318,M7,P31,2011,1,37
3319,M7,P31,2011,2,38
3320,M7,P31,2011,3,39
3321,M7,P31,2011,4,40
3322,M7,P31,2011,5,41
3323,M7,P31,2011,6,42
3324,M7,P31,2011,7,43
3325,M8,P01,2010,1,25
3326,M8,P01,2010,2,26
3327,M8,P01,2010,3,27
3328,M8,P01,2010,4,28
3329,M8,P01,2010,5,29
3330,M8,P01,2010,6,30
3331,M8,P01,2010,7,31
3332,M8,P01,2010,8,32
3333,M8,P01,2010,9,33
3334,M8,P01,2010,10,34
3335,M8,P01,2010,11,35
3336,M8,P01,2010,12,36
3337,M8,P01,2011,1,37
3338,M8,P01,2011,2,38
3339,M8,P01,2011,3,39
3340,M8,P01,2011,4,40
3341,M8,P01,2011,5,41
3342,M8,P01,2011,6,42
3343,M8,P01,2011,7,43
3344,M8,P02,2010,1,25
3345,M8,P02,2010,2,26
3346,M8,P02,2010,3,27
3347,M8,P02,2010,4,28
3348,M8,P02,2010,5,29
3349,M8,P02,2010,6,30
3350,M8,P02,2010,7,31
3351,M8,P02,2010,8,32
3352,M8,P02,2010,9,33
3353,M8,P02,2010,10,34
3354,M8,P02,2010,11,35
3355,M8,P02,2010,12,36
3356,M8,P02,2011,1,37
3357,M8,P02,2011,2,38
3358,M8,P02,2011,3,39
3359,M8,P02,2011,4,40
3360,M8,P02,2011,5,41
3361,M8,P02,2011,6,42
3362,M8,P02,2011,7,43
3363,M8,P04,2010,1,25
3364,M8,P04,2010,2,26
3365,M8,P04,2010,3,27
3366,M8,P04,2010,4,28
3367,M8,P04,2010,5,29
3368,M8,P04,2010,6,30
3369,M8,P04,2010,7,31
3370,M8,P04,2010,8,32
3371,M8,P04,2010,9,33
3372,M8,P04,2010,10,34
3373,M8,P04,2010,11,35
3374,M8,P04,2010,12,36
3375,M8,P04,2011,1,37
3376,M8,P04,2011,2,38
3377,M8,P04,2011,3,39
3378,M8,P04,2011,4,40
3379,M8,P04,2011,5,41
3380,M8,P04,2011,6,42
3381,M8,P04,2011,7,43
3382,M8,P05,2010,1,25
3383,M8,P05,2010,2,26
3384,M8,P05,2010,3,27
3385,M8,P05,2010,4,28
3386,M8,P05,2010,5,29
3387,M8,P05,2010,6,30
3388,M8,P05,2010,7,31
3389,M8,P05,2010,8,32
3390,M8,P05,2010,9,33
3391,M8,P05,2010,10,34
3392,M8,P05,2010,11,35
3393,M8,P05,2010,12,36
3394,M8,P05,2011,1,37
3395,M8,P05,2011,2,38
3396,M8,P05,2011,3,39
3397,M8,P05,2011,4,40
3398,M8,P05,2011,5,41
3399,M8,P05,2011,6,42
3400,M8,P05,2011,7,43
3401,M8,P06,2010,1,25
3402,M8,P06,2010,2,26
3403,M8,P06,2010,3,27
3404,M8,P06,2010,4,28
3405,M8,P06,2010,5,29
3406,M8,P06,2010,6,30
3407,M8,P06,2010,7,31
3408,M8,P06,2010,8,32
3409,M8,P06,2010,9,33
3410,M8,P06,2010,10,34
3411,M8,P06,2010,11,35
3412,M8,P06,2010,12,36
3413,M8,P06,2011,1,37
3414,M8,P06,2011,2,38
3415,M8,P06,2011,3,39
3416,M8,P06,2011,4,40
3417,M8,P06,2011,5,41
3418,M8,P06,2011,6,42
3419,M8,P06,2011,7,43
3420,M8,P09,2010,1,25
3421,M8,P09,2010,2,26
3422,M8,P09,2010,3,27
3423,M8,P09,2010,4,28
3424,M8,P09,2010,5,29
3425,M8,P09,2010,6,30
3426,M8,P09,2010,7,31
3427,M8,P09,2010,8,32
3428,M8,P09,2010,9,33
3429,M8,P09,2010,10,34
3430,M8,P09,2010,11,35
3431,M8,P09,2010,12,36
3432,M8,P09,2011,1,37
3433,M8,P09,2011,2,38
3434,M8,P09,2011,3,39
3435,M8,P09,2011,4,40
3436,M8,P09,2011,5,41
3437,M8,P09,2011,6,42
3438,M8,P09,2011,7,43
3439,M8,P10,2010,1,25
3440,M8,P10,2010,2,26
3441,M8,P10,2010,3,27
3442,M8,P10,2010,4,28
3443,M8,P10,2010,5,29
3444,M8,P10,2010,6,30
3445,M8,P10,2010,7,31
3446,M8,P10,2010,8,32
3447,M8,P10,2010,9,33
3448,M8,P10,2010,10,34
3449,M8,P10,2010,11,35
3450,M8,P10,2010,12,36
3451,M8,P10,2011,1,37
3452,M8,P10,2011,2,38
3453,M8,P10,2011,3,39
3454,M8,P10,2011,4,40
3455,M8,P10,2011,5,41
3456,M8,P10,2011,6,42
3457,M8,P10,2011,7,43
3458,M8,P11,2010,1,25
3459,M8,P11,2010,2,26
3460,M8,P11,2010,3,27
3461,M8,P11,2010,4,28
3462,M8,P11,2010,5,29
3463,M8,P11,2010,6,30
3464,M8,P11,2010,7,31
3465,M8,P11,2010,8,32
3466,M8,P11,2010,9,33
3467,M8,P11,2010,10,34
3468,M8,P11,2010,11,35
3469,M8,P11,2010,12,36
3470,M8,P11,2011,1,37
3471,M8,P11,2011,2,38
3472,M8,P11,2011,3,39
3473,M8,P11,2011,4,40
3474,M8,P11,2011,5,41
3475,M8,P11,2011,6,42
3476,M8,P11,2011,7,43
3477,M8,P12,2010,1,25
3478,M8,P12,2010,2,26
3479,M8,P12,2010,3,27
3480,M8,P12,2010,4,28
3481,M8,P12,2010,5,29
3482,M8,P12,2010,6,30
3483,M8,P12,2010,7,31
3484,M8,P12,2010,8,32
3485,M8,P12,2010,9,33
3486,M8,P12,2010,10,34
3487,M8,P12,2010,11,35
3488,M8,P12,2010,12,36
3489,M8,P12,2011,1,37
3490,M8,P12,2011,2,38
3491,M8,P12,2011,3,39
3492,M8,P12,2011,4,40
3493,M8,P12,2011,5,41
3494,M8,P12,2011,6,42
3495,M8,P12,2011,7,43
3496,M8,P13,2010,1,25
3497,M8,P13,2010,2,26
3498,M8,P13,2010,3,27
3499,M8,P13,2010,4,28
3500,M8,P13,2010,5,29
3501,M8,P13,2010,6,30
3502,M8,P13,2010,7,31
3503,M8,P13,2010,8,32
3504,M8,P13,2010,9,33
3505,M8,P13,2010,10,34
3506,M8,P13,2010,11,35
3507,M8,P13,2010,12,36
3508,M8,P13,2011,1,37
3509,M8,P13,2011,2,38
3510,M8,P13,2011,3,39
3511,M8,P13,2011,4,40
3512,M8,P13,2011,5,41
3513,M8,P13,2011,6,42
3514,M8,P13,2011,7,43
3515,M8,P15,2010,1,25
3516,M8,P15,2010,2,26
3517,M8,P15,2010,3,27
3518,M8,P15,2010,4,28
3519,M8,P15,2010,5,29
3520,M8,P15,2010,6,30
3521,M8,P15,2010,7,31
3522,M8,P15,2010,8,32
3523,M8,P15,2010,9,33
3524,M8,P15,2010,10,34
3525,M8,P15,2010,11,35
3526,M8,P15,2010,12,36
3527,M8,P15,2011,1,37
3528,M8,P15,2011,2,38
3529,M8,P15,2011,3,39
3530,M8,P15,2011,4,40
3531,M8,P15,2011,5,41
3532,M8,P15,2011,6,42
3533,M8,P15,2011,7,43
3534,M8,P16,2010,1,25
3535,M8,P16,2010,2,26
3536,M8,P16,2010,3,27
3537,M8,P16,2010,4,28
3538,M8,P16,2010,5,29
3539,M8,P16,2010,6,30
3540,M8,P16,2010,7,31
3541,M8,P16,2010,8,32
3542,M8,P16,2010,9,33
3543,M8,P16,2010,10,34
3544,M8,P16,2010,11,35
3545,M8,P16,2010,12,36
3546,M8,P16,2011,1,37
3547,M8,P16,2011,2,38
3548,M8,P16,2011,3,39
3549,M8,P16,2011,4,40
3550,M8,P16,2011,5,41
3551,M8,P16,2011,6,42
3552,M8,P16,2011,7,43
3553,M8,P17,2010,1,25
